source name	characteristics[Row]	characteristics[Column]	characteristics[Sample]	characteristics[Source Vial]	characteristics[Position]	characteristics[Inj Vol]	characteristics[Instrument Method]	characteristics[Path]	characteristics[File Name]	characteristics[organism]	characteristics[organism part]	characteristics[plate]	characteristics[project]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material type	assay name	technology type	comment[data file]	comment[file uri]	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ProteomeEdge]	factor value[Sample]
PRM_20260312_AD_Target_Plate_2_A2	A	2	AD_1	2	RA2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_A2	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 578	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_A2.raw	PRM_20260312_AD_Target_Plate_2_A2.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_A3	A	3	AD_1	3	RA3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_A3	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 579	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_A3.raw	PRM_20260312_AD_Target_Plate_2_A3.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_A4	A	4	AD_1	4	RA4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_A4	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 580	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_A4.raw	PRM_20260312_AD_Target_Plate_2_A4.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_A5	A	5	Control	5	RA5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_A5	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 581	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_A5.raw	PRM_20260312_AD_Target_Plate_2_A5.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	Control
PRM_20260312_AD_Target_Plate_2_A6	A	6	AD_1	6	RA6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_A6	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 582	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_A6.raw	PRM_20260312_AD_Target_Plate_2_A6.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_A7	A	7	AD_1	7	RA7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_A7	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 583	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_A7.raw	PRM_20260312_AD_Target_Plate_2_A7.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_A8	A	8	AD_1	8	RA8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_A8	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 584	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_A8.raw	PRM_20260312_AD_Target_Plate_2_A8.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_A9	A	9	AD_1	9	RA9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_A9	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 585	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_A9.raw	PRM_20260312_AD_Target_Plate_2_A9.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_A10	A	10	AD_1	10	RA10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_A10	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 586	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_A10.raw	PRM_20260312_AD_Target_Plate_2_A10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_A11	A	11	AD_1	11	RA11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_A11	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 587	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_A11.raw	PRM_20260312_AD_Target_Plate_2_A11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_A12	A	12	AD_1	12	RA12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_A12	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 588	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_A12.raw	PRM_20260312_AD_Target_Plate_2_A12.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_B1	B	1	AD_1	13	RB1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_B1	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 589	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_B1.raw	PRM_20260312_AD_Target_Plate_2_B1.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_B2	B	2	AD_1	14	RB2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_B2	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 590	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_B2.raw	PRM_20260312_AD_Target_Plate_2_B2.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_B3	B	3	AD_1	15	RB3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_B3	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 591	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_B3.raw	PRM_20260312_AD_Target_Plate_2_B3.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_B4	B	4	AD_1	16	RB4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_B4	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 592	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_B4.raw	PRM_20260312_AD_Target_Plate_2_B4.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_B5	B	5	AD_1	17	RB5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_B5	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 593	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_B5.raw	PRM_20260312_AD_Target_Plate_2_B5.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_B6	B	6	AD_1	18	RB6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_B6	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 594	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_B6.raw	PRM_20260312_AD_Target_Plate_2_B6.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_B7	B	7	AD_1	19	RB7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_B7	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 595	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_B7.raw	PRM_20260312_AD_Target_Plate_2_B7.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_B8	B	8	AD_1	20	RB8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_B8	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 596	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_B8.raw	PRM_20260312_AD_Target_Plate_2_B8.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_B9	B	9	AD_1	21	RB9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_B9	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 597	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_B9.raw	PRM_20260312_AD_Target_Plate_2_B9.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_B10	B	10	AD_1	22	RB10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_B10	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 598	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_B10.raw	PRM_20260312_AD_Target_Plate_2_B10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_B11	B	11	AD_1	23	RB11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_B11	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 599	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_B11.raw	PRM_20260312_AD_Target_Plate_2_B11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_B12	B	12	AD_1	24	RB12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_B12	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 600	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_B12.raw	PRM_20260312_AD_Target_Plate_2_B12.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_C1	C	1	AD_1	25	RC1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_C1	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 601	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_C1.raw	PRM_20260312_AD_Target_Plate_2_C1.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_C2	C	2	AD_1	26	RC2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_C2	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 602	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_C2.raw	PRM_20260312_AD_Target_Plate_2_C2.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_C3	C	3	AD_1	27	RC3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_C3	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 603	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_C3.raw	PRM_20260312_AD_Target_Plate_2_C3.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_C4	C	4	AD_1	28	RC4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_C4	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 604	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_C4.raw	PRM_20260312_AD_Target_Plate_2_C4.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_C5	C	5	AD_1	29	RC5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_C5	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 605	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_C5.raw	PRM_20260312_AD_Target_Plate_2_C5.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_C6	C	6	AD_1	30	RC6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_C6	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 606	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_C6.raw	PRM_20260312_AD_Target_Plate_2_C6.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
PRM_20260312_AD_Target_Plate_2_C7	C	7	AD_1	31	RC7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_AD_Target_Plate_2_C7	Homo sapiens	blood plasma	Plate_2	AD_Target	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 607	proteomic profiling by mass spectrometry	PRM_20260312_AD_Target_Plate_2_C7.raw	PRM_20260312_AD_Target_Plate_2_C7.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24005	AD_1
